epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,0.7051531828238989,0.5024496843468408,0.4876428709611237,0.5272938443670151,0.7003115145586924,0.5447261072261071,0.5455159681953724,0.5017421602787456
2,0.6997663141266117,0.49293152754545944,0.4925151800738022,0.49825783972125437,0.6929420843356993,0.5229700854700854,0.5417819173149752,0.5087108013937283
3,0.6971899912055499,0.5149355204230291,0.5028945147017785,0.5156794425087108,0.6934961657906243,0.552059052059052,0.5427266447367476,0.5052264808362369
4,0.7010948544456845,0.50861706145794,0.49780941289214986,0.5063879210220673,0.7010935673730299,0.4981546231546231,0.48222076619290694,0.4912891986062718
5,0.6950161853041521,0.5156693465709815,0.5096203823685228,0.5121951219512195,0.7250880796319517,0.5353049728049728,0.5360179927348502,0.5296167247386759
6,0.6879529432414162,0.5516457130523931,0.5285727877337543,0.5563298490127758,0.6878500150886562,0.5974164724164723,0.5629591681255405,0.5818815331010453
7,0.6852972670853069,0.5862245723843955,0.5690840309751666,0.5551684088269454,0.6805596833445053,0.5816822066822067,0.5923141254050972,0.5296167247386759
8,0.6669825377779971,0.6216101009010954,0.5919900215999747,0.5679442508710801,0.7130194142305062,0.5912975912975913,0.571634952787087,0.5365853658536586
9,0.6746044757058811,0.602983866616306,0.5845769300546863,0.5679442508710801,0.7072550278507459,0.5462801087801088,0.5354009985992536,0.5365853658536586
10,0.6677018851214862,0.615815032644472,0.5974769491849123,0.5772357723577236,0.7008093391976705,0.5642968142968143,0.5606338056682771,0.5261324041811847
11,0.6354084901001118,0.6743754384071655,0.6370656135459302,0.6283391405342624,0.7162421821301822,0.5347707847707848,0.5408249030976615,0.5296167247386759
12,0.6139810276363785,0.7117897803917337,0.6999883756405649,0.6515679442508711,0.7316028847511638,0.5616258741258742,0.5510273342017258,0.5261324041811847
