epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,0.7138890655198579,0.4643959423730643,0.4694660497543698,0.46689895470383275,0.6930162782037715,0.5127719502719502,0.5356815110439077,0.49825783972125437
2,0.6998594175509321,0.5303242864080289,0.5213800010834155,0.5121951219512195,0.6955356863732952,0.5939199689199689,0.6452623699075887,0.5017421602787456
3,0.6925302277320214,0.5345114120757568,0.5323785492752349,0.5284552845528455,0.6957908856328772,0.6000874125874126,0.5618876231502602,0.5017421602787456
4,0.6987370060157554,0.5289645497221174,0.5182172520102494,0.5017421602787456,0.6878472039093124,0.604020979020979,0.5737390068263885,0.5400696864111498
5,0.7002139163488018,0.518324070576809,0.531759770754343,0.5005807200929152,0.6934675555611322,0.5646853146853147,0.5407712726524349,0.4912891986062718
6,0.6865944347315134,0.5724329574272918,0.556507790795817,0.5133565621370499,0.6932788144420664,0.5803224553224553,0.5565182331473574,0.5261324041811847
7,0.686185462411134,0.5801003615172935,0.5566178820375542,0.5458768873403019,0.6823691989486641,0.5863927738927739,0.5606223308701122,0.5261324041811847
8,0.6834506877761823,0.5581125559812227,0.5525963371535548,0.5296167247386759,0.706126801228274,0.5381701631701632,0.5079041958483088,0.5435540069686411
9,0.6693549228185284,0.6087519559704311,0.594868451393465,0.5679442508710801,0.7509997763284822,0.5947455322455322,0.5816180231578221,0.5261324041811847
10,0.6656422941803793,0.6292990881130955,0.5998749650332547,0.5842044134727061,0.6916175403661429,0.5642968142968143,0.5458906646715277,0.5470383275261324
