epoch,loss,auc_roc,auc_pr,acc,val_loss,val_auc_roc,val_auc_pr,val_acc
1,0.6825787436809828,0.5997410025360168,0.5733849730077398,0.5830429732868757,0.667830198068652,0.7310120435120434,0.7267075369527394,0.6515679442508711
2,0.6441341670409589,0.7078238817244914,0.67558895140494,0.645760743321719,0.6268654866501014,0.7344599844599844,0.7311517043169298,0.6585365853658537
3,0.5943069812451228,0.7632277558948901,0.7599832767701479,0.6782810685249709,0.6058787036855877,0.7391705516705516,0.7373671086323604,0.6480836236933798
4,0.5490225006617458,0.8059731290131118,0.8060879749204928,0.727061556329849,0.6012942550074348,0.7518453768453769,0.7562721559421073,0.6724738675958188
5,0.5359974405906757,0.8121836723682081,0.8024287532572019,0.7363530778164924,0.6082619490939151,0.750728438228438,0.7515055113443634,0.6655052264808362
6,0.5113469798390459,0.8313440889224627,0.8311437086509565,0.7502903600464577,0.5901809851882349,0.7666083916083916,0.7725032814757699,0.6829268292682927
7,0.5073752176193964,0.8335887336103167,0.8169138223124568,0.7537746806039489,0.6087203308264968,0.7472804972804972,0.7251821569466761,0.6445993031358885
8,0.4900735474075867,0.8454972211730427,0.8441093647664027,0.7584204413472706,0.6570265102054184,0.7492229992229993,0.7474804736602583,0.6515679442508711
9,0.47281868587941384,0.8594453137646362,0.8536172007975684,0.7770034843205574,0.6165195225838584,0.7512140637140637,0.7547635240775173,0.6480836236933798
10,0.47510134799970566,0.8572438353207792,0.8501938909761404,0.7746806039488966,0.7179179540494594,0.7439296814296814,0.747408982294845,0.6689895470383276
11,0.447237344845939,0.873614633356715,0.8694647627724283,0.7711962833914053,0.6662191663469587,0.7371309246309246,0.7488916199271246,0.6515679442508711
12,0.42816676163091894,0.8858144930664221,0.8771617148882628,0.7967479674796748,0.6990303046196595,0.7510198135198135,0.7452571156603878,0.6445993031358885
